field,biome,country,pesticide_kg_ha,nearbyorg,pest_abu_ha
conventional,tropical,Y,4.157,0.03,352.2
organic,boreal,V,0.909,0.4,259.6
conventional,tropical,I,3.617,0.01,333.3
organic,temperate,J,0.981,0.3,278.1
conventional,boreal,J,1.616,0,247.2
organic,boreal,C,0.439,0.39,256.2
organic,boreal,M,1.068,0.41,211.5
organic,temperate,Z,0.115,0.46,317.2
conventional,temperate,Z,1.32,0.03,301.2
conventional,boreal,J,3.867,0.07,209.2
conventional,temperate,M,5.448,0.02,237.1
organic,boreal,H,0.753,0.36,247.2
organic,boreal,N,0.942,0.59,251.6
conventional,temperate,G,3.128,0.02,251.8
conventional,boreal,Y,1.612,0.03,254.6
conventional,boreal,W,2.125,0.01,240.2
conventional,temperate,B,4.179,0.02,244.3
organic,boreal,N,0.85,0.45,243.1
conventional,tropical,G,2.466,0,347.8
conventional,tropical,F,4.261,0,328.6
conventional,tropical,D,4.194,0.02,303.3
organic,tropical,F,1.473,0.41,368.9
organic,tropical,W,0.732,0.49,390.3
conventional,tropical,C,1.057,0.04,318.1
conventional,temperate,W,1.257,0.02,294
conventional,temperate,L,3.388,0.01,260
conventional,boreal,O,1.841,0,237.7
conventional,temperate,D,3.039,0.05,273.9
organic,temperate,U,0.784,0.33,303.7
organic,boreal,E,0.789,0.51,234.9
conventional,temperate,J,1.321,0.02,259.2
conventional,boreal,R,2.427,0,247.3
conventional,tropical,Q,2.35,0.03,383.2
conventional,temperate,V,4.426,0.07,266.3
organic,boreal,I,0.754,0.51,251.1
conventional,tropical,L,4.512,0,352.5
organic,temperate,Q,0.537,0.43,272.6
organic,boreal,K,0.392,0.48,244.9
conventional,boreal,H,1.945,0.02,207.4
conventional,boreal,D,2.617,0.01,265.6
organic,boreal,J,0.557,0.3,272.8
conventional,boreal,L,2.914,0,259.1
conventional,boreal,W,1.457,0.04,214.2
conventional,boreal,B,1.052,0.06,242
organic,boreal,M,0.942,0.42,239.6
conventional,boreal,L,4.287,0.01,182.1
conventional,temperate,C,5.209,0.01,193.9
conventional,boreal,P,4.767,0.02,195.9
organic,temperate,M,0.144,0.53,308.5
organic,boreal,X,0.943,0.47,207.9
conventional,tropical,F,2.033,0.06,365.7
organic,boreal,D,0.681,0.3,278.6
conventional,temperate,W,1.892,0,290.2
conventional,tropical,U,3.309,0.05,324.3
organic,boreal,N,0.253,0.45,240.2
conventional,boreal,V,2.426,0.01,202.1
conventional,tropical,T,4.471,0.08,372.3
organic,temperate,U,0.338,0.64,311.9
conventional,boreal,Y,1.898,0.04,222.2
organic,temperate,T,0.567,0.35,304.2
conventional,temperate,G,1.394,0.02,293.7
conventional,tropical,G,4.872,0.08,279
conventional,boreal,A,1.807,0,241.9
organic,boreal,A,0.7,0.4,264.6
organic,tropical,E,1.697,0.42,344.9
organic,boreal,I,0.929,0.46,239.1
organic,tropical,V,1.655,0.34,385.5
organic,temperate,E,0.989,0.4,312.1
organic,tropical,L,2.399,0.43,375.7
conventional,boreal,A,3.26,0.02,181.7
conventional,tropical,B,3.155,0.08,323.2
organic,boreal,P,0.742,0.48,257.6
organic,boreal,E,0.354,0.45,202.2
conventional,tropical,M,2.981,0.06,309.2
conventional,boreal,E,3.019,0.01,227.3
conventional,boreal,F,0.462,0.04,250.6
organic,tropical,J,1.513,0.42,351.5
organic,temperate,A,0.944,0.19,299.1
organic,boreal,A,1.823,0.5,233.3
organic,tropical,H,1.846,0.5,359
organic,temperate,V,1.325,0.58,278.9
conventional,temperate,D,1.612,0.05,258.8
conventional,boreal,I,1.684,0.05,256.1
conventional,tropical,B,1.925,0.03,317.5
organic,tropical,U,2.167,0.28,361
conventional,temperate,U,1.006,0.02,267.5
conventional,tropical,N,0.707,0.01,336.1
conventional,boreal,P,4.857,0.04,184.2
conventional,tropical,R,5.714,0,316.4
organic,boreal,F,0.616,0.35,254.8
organic,boreal,F,0.914,0.37,247
organic,boreal,J,1.198,0.33,244.7
conventional,boreal,W,0.051,0.01,291.3
conventional,temperate,N,2.08,0.01,252.9
organic,boreal,R,0.287,0.53,205.5
organic,boreal,D,1.045,0.28,237.8
organic,boreal,J,0.885,0.39,259.9
organic,boreal,M,0.76,0.51,207.9
organic,tropical,O,1.941,0.47,354.3
conventional,boreal,N,1.056,0.04,282.6
conventional,tropical,M,2.7,0.01,292.4
conventional,tropical,F,4.348,0.03,349.2
conventional,temperate,S,2.072,0.02,291
conventional,boreal,Q,2.851,0.05,190.7
organic,temperate,B,0.929,0.38,294.4
conventional,boreal,T,1.124,0.04,234.7
conventional,temperate,S,3.196,0.02,242
conventional,tropical,P,4.253,0.02,321.4
conventional,temperate,P,3.958,0.03,254.8
organic,tropical,B,1.065,0.41,375.4
organic,tropical,D,1.695,0.54,335.7
organic,tropical,H,1.805,0.54,343.7
conventional,tropical,X,2.426,0.04,329.4
organic,boreal,Y,0.077,0.4,259.4
conventional,boreal,B,2.199,0.01,250
conventional,temperate,G,2.75,0.03,264.6
conventional,temperate,Y,0.783,0.02,269.7
organic,boreal,M,0.032,0.38,266.7
conventional,tropical,K,3.918,0.01,332.8
conventional,temperate,R,4.461,0,175.6
organic,boreal,Y,1.075,0.47,260.8
conventional,tropical,S,5.198,0.01,274.4
conventional,temperate,F,0.51,0.02,290.1
conventional,temperate,R,3.822,0.01,252.9
conventional,boreal,D,3.553,0.03,208.3
conventional,temperate,J,1.723,0.02,239.1
organic,boreal,I,0.887,0.33,264
organic,tropical,X,1.73,0.5,350.7
organic,temperate,B,0.981,0.42,281.7
organic,tropical,I,1.413,0.51,363.9
conventional,temperate,I,4.433,0.01,220.3
organic,boreal,U,1.283,0.47,221.2
conventional,temperate,V,0.474,0.01,313.9
organic,temperate,I,0.231,0.37,291.9
conventional,boreal,Q,0.728,0.01,259.8
conventional,boreal,O,3.835,0.03,198.7
organic,tropical,D,0.874,0.42,351.5
organic,temperate,K,1.016,0.36,277.7
organic,boreal,C,1.065,0.44,253.6
organic,temperate,Y,1.031,0.33,306.9
conventional,boreal,Q,2.304,0,227.4
organic,boreal,F,0.741,0.58,233.8
conventional,temperate,P,2.031,0.15,277.8
organic,boreal,E,0.59,0.34,255.8
conventional,tropical,M,2.635,0,342.8
organic,temperate,N,1.444,0.55,303.9
conventional,temperate,V,0.626,0.05,284.9
conventional,tropical,J,5.746,0.11,276.9
organic,tropical,O,1.271,0.36,393.7
organic,temperate,M,1.495,0.49,264
conventional,temperate,P,3.045,0.07,230.2
organic,temperate,T,1.595,0.46,247.4
conventional,boreal,X,2.622,0.02,198.5
conventional,temperate,K,0.738,0.03,288.1
organic,tropical,G,2.353,0.41,321.1
conventional,tropical,O,3.64,0.04,294.1
conventional,tropical,U,4.076,0.03,351.3
organic,tropical,E,1.625,0.32,372
conventional,boreal,E,1.905,0.03,213.3
organic,temperate,F,0.315,0.44,313.6
conventional,boreal,G,0.119,0.01,263.4
organic,tropical,A,2.372,0.43,353.1
organic,boreal,L,0.53,0.48,225.9
organic,tropical,B,1.084,0.46,361.6
conventional,temperate,N,2.603,0.01,261.5
conventional,tropical,A,4.227,0.06,262.3
conventional,temperate,Q,3.189,0,225.4
organic,temperate,W,0.822,0.48,254.3
conventional,tropical,R,3.76,0.06,372.3
organic,tropical,L,1.858,0.35,341.5
organic,tropical,W,1.84,0.47,371.7
conventional,temperate,H,2.147,0.07,277.3
organic,tropical,J,1.389,0.32,367.9
organic,tropical,Q,1.324,0.42,360.4
organic,tropical,Q,1.896,0.36,331.8
conventional,boreal,C,3.114,0,168.1
conventional,tropical,A,3.737,0.02,314.8
conventional,temperate,W,5.435,0.01,199.3
conventional,tropical,E,5.375,0.06,297.6
organic,boreal,M,0.878,0.41,244.5
organic,tropical,W,2.506,0.41,347.4
conventional,tropical,J,4.412,0,327.8
organic,tropical,N,1.601,0.36,400.5
organic,temperate,E,1.415,0.35,340.6
conventional,tropical,C,1.942,0,313.6
conventional,temperate,P,2.59,0.02,257.7
conventional,temperate,K,4.107,0.07,240.8
conventional,tropical,N,6.88,0.03,280.9
organic,temperate,S,1.088,0.39,338
organic,boreal,P,1.081,0.48,250.4
conventional,temperate,Q,2.272,0.01,240.8
organic,tropical,H,0.838,0.4,379.6
conventional,boreal,I,2.248,0.05,237.3
conventional,temperate,N,2.492,0.02,270.6
conventional,tropical,Z,4.593,0.01,327.8
conventional,boreal,M,2.736,0.03,222.7
organic,tropical,O,1.474,0.4,418.5
conventional,boreal,F,3.842,0.06,184.3
conventional,boreal,R,3.007,0.11,245
conventional,temperate,K,1.694,0.07,279.8
organic,temperate,P,0.309,0.34,307.1
conventional,temperate,P,6.139,0.02,200
conventional,boreal,R,2.033,0.01,240.4
conventional,boreal,R,2.384,0.01,228.1
organic,tropical,H,1.18,0.42,329.1
organic,temperate,D,1.013,0.42,244.3
conventional,boreal,K,1.538,0.02,235.3
organic,tropical,F,1.713,0.34,334.8
organic,tropical,S,2.26,0.37,351.5
organic,tropical,I,1.127,0.4,361.6
conventional,boreal,F,1.2,0,210.2
organic,tropical,B,1.363,0.25,335.6
organic,tropical,A,2.074,0.45,359.4
conventional,boreal,A,0.803,0.13,276.6
organic,tropical,H,1.729,0.48,330.6
organic,boreal,G,0.175,0.47,264.5
organic,boreal,O,0.263,0.49,261.5
organic,boreal,T,0.463,0.47,256.6
conventional,boreal,D,2.43,0.01,190.9
organic,boreal,T,0.112,0.38,253.6
conventional,tropical,K,2.5,0.07,362.5
organic,boreal,D,0.173,0.51,302.9
conventional,boreal,G,1.239,0.07,243.9
organic,boreal,C,1.146,0.28,248.5
organic,temperate,U,0.72,0.43,269
conventional,tropical,X,4.602,0.08,339.1
conventional,boreal,M,1.631,0.01,209.7
conventional,temperate,C,3.114,0.01,285.6
organic,boreal,N,1.011,0.41,243.1
conventional,tropical,Y,1.502,0.02,335.2
organic,temperate,A,0.52,0.36,291.7
organic,boreal,G,0.31,0.32,237.9
organic,boreal,T,0.985,0.44,260.9
conventional,tropical,T,3.223,0.01,349.8
organic,boreal,J,0.455,0.35,266.1
conventional,boreal,S,3.074,0,210.9
organic,tropical,T,1.85,0.43,331.7
conventional,boreal,C,2.82,0.04,225.5
conventional,tropical,V,1.761,0.01,342.4
conventional,temperate,N,0.572,0.01,276
conventional,temperate,M,0.634,0.08,300.5
conventional,tropical,K,4.654,0.04,300.6
conventional,temperate,F,3.258,0.01,272.6
organic,boreal,T,1.014,0.46,236.9
conventional,tropical,R,1.954,0.04,390.8
conventional,tropical,N,4.108,0.07,359.1
organic,tropical,V,1.446,0.38,337.8
organic,tropical,X,1.42,0.38,334.2
organic,boreal,T,0.54,0.44,256.4
conventional,temperate,Z,5.184,0.07,202.9
organic,boreal,H,0.739,0.47,229.5
conventional,tropical,H,5.179,0.05,276.1
organic,temperate,D,1.607,0.37,292.5
conventional,boreal,W,0.874,0.01,237.3
conventional,boreal,T,2.567,0.04,222.4
organic,temperate,K,0.936,0.43,308.9
conventional,temperate,L,2.789,0.01,277.3
organic,tropical,I,2.071,0.53,370.6
conventional,boreal,F,3.317,0.04,208.9
organic,boreal,W,0.731,0.34,311.2
organic,temperate,V,0.508,0.46,260.9
organic,tropical,Z,1.616,0.47,347.4
conventional,tropical,K,3.52,0,316.4
conventional,tropical,R,3.974,0.02,338.4
conventional,boreal,W,0.851,0.02,261.6
conventional,temperate,K,3.554,0.02,221.8
conventional,boreal,D,3.624,0.02,178.3
conventional,temperate,F,3.095,0.03,270.2
organic,boreal,V,0.617,0.43,211.2
organic,temperate,O,0.556,0.38,282
organic,boreal,M,0.4,0.43,270.8
organic,boreal,S,1.4,0.42,282.9
organic,tropical,C,1.863,0.32,378
conventional,boreal,S,1.311,0,231.5
organic,tropical,V,2.225,0.31,338.2
organic,tropical,V,0.924,0.4,362.1
organic,temperate,I,1.096,0.47,269.2
organic,tropical,R,1.644,0.4,349.7
conventional,boreal,G,2.881,0,206.9
organic,boreal,U,1.617,0.4,252.8
organic,temperate,T,1.466,0.52,282
conventional,tropical,G,3.515,0.01,320.4
conventional,tropical,U,0.93,0.04,340.1
conventional,temperate,C,1.71,0.01,284
organic,tropical,X,1.862,0.43,395.2
organic,tropical,A,1.959,0.37,387.8
organic,temperate,M,0.563,0.39,327.8
organic,boreal,L,1.009,0.31,267.7
organic,tropical,Y,1.564,0.48,378.7
organic,tropical,Z,1.962,0.25,350.6
conventional,tropical,M,3.896,0,334.9
organic,tropical,O,1.802,0.36,367.8
conventional,boreal,T,0.886,0.04,238.6
organic,boreal,T,0.623,0.54,269.8
organic,temperate,C,1.155,0.62,261.9
organic,tropical,R,1.278,0.59,351.9
organic,temperate,K,1.563,0.3,261.1
conventional,boreal,Q,0.162,0.05,189.7
conventional,tropical,B,2.505,0,356.2
conventional,tropical,S,6.657,0.06,275.1
conventional,tropical,W,2.807,0.03,309.4
organic,boreal,J,0.923,0.48,247.2
organic,temperate,T,1.248,0.34,328.4
organic,boreal,M,0.293,0.6,223.5
organic,tropical,C,2.298,0.5,337.1
conventional,tropical,H,3.525,0.06,326.8
organic,tropical,G,0.896,0.29,400.2
organic,temperate,W,1.109,0.36,285
conventional,boreal,W,0.657,0.01,251.7
organic,temperate,R,0.959,0.32,254
organic,boreal,Q,0.909,0.48,230.5
conventional,temperate,O,2.466,0.09,270
conventional,boreal,U,5.395,0.02,189.9
organic,tropical,G,2.151,0.47,323.5
organic,temperate,L,0.559,0.42,285.6
conventional,boreal,X,3.508,0,214.7
conventional,boreal,D,3.459,0.01,213.4
organic,temperate,Z,0.784,0.49,275.8
conventional,temperate,R,4.556,0.05,252.2
organic,tropical,M,1.576,0.39,361.5
organic,boreal,J,0.191,0.54,222.5
conventional,tropical,D,4.792,0.01,313
conventional,tropical,W,2.309,0.02,386.5
organic,temperate,J,0.297,0.5,291.5
conventional,tropical,J,3.913,0.06,311.7
organic,temperate,G,0.859,0.4,306.2
conventional,temperate,G,3.167,0.02,240.5
organic,temperate,V,1.185,0.65,290.8
conventional,tropical,Y,3.789,0.01,295.1
conventional,tropical,H,2.889,0.03,365
organic,temperate,A,1.125,0.48,275.5
conventional,boreal,I,2.141,0.06,255.4
conventional,tropical,Z,4.799,0.02,318.3
conventional,temperate,U,2.681,0.06,246.8
conventional,tropical,V,3.635,0.03,286.3
conventional,tropical,Q,3.056,0.05,303.5
organic,temperate,L,0.816,0.4,262.7
organic,boreal,T,0.225,0.27,244
conventional,boreal,U,4.023,0.05,187.1
conventional,boreal,T,4.011,0.01,235.7
organic,boreal,T,0.318,0.36,284.2
organic,boreal,D,0.272,0.41,291.2
organic,temperate,I,1.06,0.3,328.2
organic,tropical,P,2.222,0.51,407.6
organic,boreal,E,1.057,0.58,254.4
organic,temperate,F,0.745,0.33,304.4
organic,tropical,D,1.565,0.51,344.1
conventional,temperate,R,2.29,0,264.9
conventional,temperate,P,1.947,0.1,232.7
organic,tropical,H,1.469,0.37,319.9
conventional,tropical,C,1.64,0.03,359.9
organic,temperate,Q,1.492,0.43,273.3
organic,tropical,G,0.993,0.38,402.5
organic,temperate,K,1.626,0.45,228.3
organic,temperate,Q,0.685,0.34,315.8
organic,tropical,M,1.372,0.44,375.2
organic,temperate,P,1.551,0.41,271.1
organic,boreal,G,0.493,0.46,217.4
conventional,temperate,X,4.569,0.02,188.4
conventional,temperate,W,1.837,0.08,233.5
organic,temperate,P,1.472,0.4,278.7
conventional,temperate,N,4.823,0.09,200.8
organic,boreal,R,0.901,0.31,299.2
conventional,tropical,J,3.873,0.05,310.1
conventional,tropical,J,3.749,0.04,281.4
organic,boreal,R,0.776,0.32,260.7
organic,boreal,X,0.244,0.52,220.6
organic,temperate,F,1.888,0.53,293.6
conventional,tropical,E,3.896,0.02,298
conventional,boreal,S,1.549,0.05,245.1
conventional,tropical,N,3.337,0.02,339
conventional,boreal,J,3.2,0,205.4
conventional,tropical,Z,4.159,0.01,319.9
organic,tropical,I,1.416,0.37,373.9
conventional,tropical,L,2.635,0.06,336.9
organic,tropical,U,1.722,0.46,343.9
organic,tropical,S,1.012,0.53,362.7
conventional,boreal,P,1.931,0,226
conventional,boreal,A,1.243,0.02,227.6
organic,tropical,W,0.923,0.31,354.9
conventional,tropical,Q,5.776,0.08,311.5
organic,tropical,S,1.43,0.42,359.9
conventional,tropical,X,3.675,0.04,303.4
organic,temperate,Z,0.461,0.35,294.9
organic,temperate,I,0.941,0.38,268
conventional,temperate,K,2.84,0.01,253
organic,boreal,E,1.179,0.47,241.7
conventional,temperate,J,2.535,0.15,271.1
conventional,temperate,H,1.253,0.07,291.7
organic,boreal,M,0.675,0.47,273.7
conventional,boreal,J,2.92,0.01,202.9
conventional,tropical,Q,3.249,0.02,334.1
organic,tropical,I,2.042,0.55,342.8
conventional,boreal,Z,4.265,0.02,177.9
organic,temperate,N,1.37,0.43,296.8
conventional,temperate,C,3.507,0.02,233.5
organic,tropical,N,1.868,0.41,302.6
organic,tropical,A,1.822,0.45,376.5
organic,temperate,T,0.659,0.42,297.8
organic,temperate,H,0.321,0.31,333.6
organic,temperate,D,0.521,0.42,322
conventional,temperate,H,2.764,0,237.6
conventional,temperate,T,4.07,0.01,226.4
conventional,boreal,D,2.762,0.01,202.8
conventional,tropical,J,3.657,0,344.7
organic,tropical,Z,1.177,0.55,365.1
organic,tropical,V,2.493,0.31,371.2
organic,temperate,R,1.135,0.52,248
organic,tropical,J,1.591,0.51,334.9
organic,temperate,P,0.318,0.5,298.9
organic,tropical,E,1.088,0.4,393.7
organic,boreal,H,1.335,0.65,261.7
organic,boreal,F,1.251,0.37,206.9
organic,temperate,U,0.564,0.41,305.3
organic,boreal,D,0.197,0.42,254.6
conventional,temperate,I,2.242,0.03,230
conventional,tropical,A,2.944,0.04,350.5
organic,tropical,Y,1.472,0.62,367.7
conventional,tropical,E,3.685,0.08,345
conventional,tropical,P,3.276,0,389.4
conventional,boreal,F,2.732,0.01,207.9
organic,temperate,J,0.733,0.51,340.1
organic,temperate,U,1.535,0.51,224.9
conventional,temperate,W,2.195,0.01,251
conventional,temperate,N,3.695,0,234.9
organic,tropical,F,1.694,0.33,319.6
conventional,tropical,T,2.612,0,304.6
conventional,boreal,L,3.995,0.04,220.6
conventional,tropical,X,4.921,0,266.9
conventional,boreal,U,1.296,0.06,234.9
conventional,tropical,L,3.921,0.01,323.1
conventional,tropical,B,4.18,0,316.2
conventional,temperate,V,3.562,0,214.1
conventional,tropical,Z,3.202,0.02,319.1
conventional,boreal,Y,3.898,0.03,216.5
organic,boreal,F,0.25,0.25,274.9
organic,temperate,O,2.198,0.44,266.3
conventional,boreal,W,3.373,0.03,187.4
conventional,boreal,Q,2.038,0.09,276.5
conventional,temperate,H,2.249,0.05,256.6
organic,temperate,E,0.74,0.4,303.3
organic,tropical,V,1.929,0.33,387.4
organic,tropical,A,1.643,0.4,376.6
organic,boreal,P,0.468,0.43,253.2
organic,boreal,N,0.028,0.3,267.2
conventional,tropical,T,5.214,0.12,316.8
organic,temperate,W,0.751,0.51,286.7
organic,temperate,F,0.623,0.44,291.4
organic,boreal,X,0.317,0.42,221.5
organic,tropical,I,1.598,0.39,354.9
organic,boreal,E,0.086,0.43,236.3
conventional,boreal,D,2.374,0.07,233.4
organic,tropical,V,1.859,0.34,353.4
conventional,temperate,U,1.182,0.01,233.6
organic,boreal,V,0.356,0.28,240.9
conventional,temperate,L,3.49,0.01,263
organic,tropical,A,1.993,0.56,361.7
organic,tropical,X,0.614,0.35,345.5
organic,temperate,A,0.642,0.44,333.3
organic,tropical,U,0.861,0.47,357.8
conventional,tropical,T,2.14,0.01,319.9
organic,temperate,C,0.503,0.34,282.7
organic,temperate,K,1.005,0.48,261.4
organic,boreal,P,1.214,0.45,226.8
organic,tropical,M,1.655,0.32,356.1
organic,boreal,X,0.393,0.54,250.7
organic,boreal,M,1.66,0.47,271.9
conventional,boreal,R,3.074,0.02,183.5
conventional,tropical,U,3.154,0.03,329.4
conventional,tropical,D,5.404,0.01,282.9
organic,temperate,I,0.834,0.39,268.9
conventional,temperate,B,2.955,0.08,236.7
organic,boreal,P,0.109,0.44,304.7
organic,boreal,J,1.031,0.64,254.1
conventional,tropical,Y,1.973,0,339.1
conventional,tropical,I,3.222,0.06,356.5
organic,boreal,U,0.549,0.36,257.9
organic,boreal,V,0.646,0.5,230.9
conventional,boreal,Z,3.945,0.05,171.5
conventional,temperate,F,0.516,0.01,265.7
conventional,temperate,L,3.733,0.01,225.3
organic,boreal,G,1.096,0.49,242.9
organic,temperate,D,0.193,0.58,300.5
conventional,boreal,B,2.699,0.08,215.3
organic,temperate,G,1.136,0.32,298.8
organic,tropical,J,1.454,0.32,381.6
organic,boreal,H,0.475,0.49,252.6
conventional,boreal,G,1.937,0.1,212.7
conventional,boreal,H,1.682,0.02,227.5
conventional,tropical,Q,4.87,0.04,314.6
organic,boreal,U,0.884,0.38,250.4
conventional,tropical,Z,3.799,0,317.2
organic,tropical,G,2.186,0.56,360.1
conventional,tropical,C,2.443,0,353.1
organic,tropical,U,0.995,0.34,366.6
organic,tropical,G,2.045,0.51,347.4
organic,boreal,N,1.031,0.6,217
conventional,boreal,Z,0.649,0.04,247.5
conventional,temperate,V,2.827,0.01,216.7
conventional,boreal,N,0.31,0.06,249
conventional,boreal,I,2.967,0.01,279.5
conventional,temperate,E,2.258,0,290.4
conventional,temperate,I,0.659,0.02,312.5
conventional,tropical,L,3.297,0.03,386.2
organic,boreal,W,1.025,0.52,233.8
organic,tropical,Y,2.203,0.49,334.1
organic,temperate,Z,0.262,0.47,287.9
organic,boreal,H,0.489,0.29,221.9
organic,boreal,L,0.975,0.43,221.2
organic,boreal,N,0.535,0.21,287.5
organic,tropical,A,1.399,0.37,349.5
conventional,temperate,V,3.132,0.04,268.5
conventional,tropical,L,3.737,0.01,354.9
organic,boreal,T,1.202,0.53,248.7
organic,boreal,V,0.554,0.31,247.7
organic,temperate,H,0.552,0.61,295.2
conventional,temperate,L,2.57,0.01,268.4
organic,temperate,P,0.504,0.48,241.7
conventional,tropical,X,3.594,0.01,363.4
organic,boreal,J,1.229,0.37,241.4
organic,temperate,S,0.1,0.53,289.5
conventional,temperate,T,3.075,0.01,245.3
conventional,temperate,G,2.97,0.02,231.9
conventional,boreal,W,5.17,0.02,170
conventional,temperate,E,2.527,0,290
conventional,tropical,S,3.862,0.04,330
organic,temperate,V,0.95,0.45,296.3
organic,temperate,L,0.879,0.45,288.3
conventional,boreal,H,1.973,0.09,241.1
organic,tropical,R,0.916,0.44,324.7
organic,temperate,V,1.128,0.34,289.8
organic,tropical,X,2.019,0.57,396.1
organic,boreal,M,1.098,0.34,216
organic,tropical,I,1.545,0.42,354.8
conventional,tropical,R,4.313,0.01,333.3
organic,temperate,X,1.479,0.65,271.8
conventional,temperate,L,2.966,0.01,255.7
conventional,tropical,W,1.083,0.04,330.2
conventional,tropical,Y,3.729,0.01,322.7
organic,tropical,K,1.37,0.43,342.4
organic,boreal,V,0.673,0.4,254.3
conventional,boreal,D,1.639,0.01,199
conventional,boreal,G,2.747,0.09,237.9
conventional,temperate,J,3.521,0,245.2
